quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_simd,total_episodes_per_quarter_simd
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,22,4.4,NA,48878,49750
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,10,2,NA,50635,51597
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,8,1.6,NA,5,10,2,NA,50296,50808
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,13,2.6,NA,5,10,2,NA,49625,49920
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,19,3.8,NA,48847,49787
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,10,2,NA,52225,52949
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,18,3.6,NA,5,20,4,NA,51583,52175
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,10,2,NA,52902,53620
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,0,10,NA,z,0,10,NA,z,49182,48675
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,39438,40524
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,47617,48459
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,7,1.4,NA,5,5,1,NA,45843,46759
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,0,5,NA,z,0,11,NA,z,45623,46276
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,50477,51506
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,5,1,NA,48852,49110
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,5,1,NA,5,8,1.6,NA,106245,107465
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,103596,105102
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,13,2.6,NA,5,13,2.6,NA,103344,104270
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,102745,104338
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,85,NA,z,104033,106076
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,11,2.2,NA,5,11,2.2,NA,102970,103966
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,102891,104068
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,8,1.6,NA,5,9,1.8,NA,103640,105287
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,5,NA,z,103887,105590
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,9,1.8,NA,5,18,3.6,NA,106111,107639
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,10,2,NA,107289,108730
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,0,0,NA,5,30,6,NA,108731,110532
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,13,2.6,NA,5,15,3,NA,106455,108127
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,8,NA,z,0,8,NA,z,80673,83110
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,13,NA,z,96701,98499
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,92374,93674
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,22,4.4,NA,89456,91189
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,102177,103517
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,11,2.2,NA,5,11,2.2,NA,97829,98731
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,26,24,0.923076923076923,NA,25,46,1.84,NA,84182,85607
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,23,53,2.30434782608696,NA,23,53,2.30434782608696,NA,83519,85066
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,39,122,3.12820512820513,NA,37,119,3.21621621621622,NA,84626,85955
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,59,329,5.57627118644068,NA,57,282,4.94736842105263,NA,85141,86553
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,60,293,4.88333333333333,NA,60,511,8.51666666666667,NA,84955,86445
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,47,177,3.76595744680851,NA,46,182,3.95652173913043,NA,84805,86768
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,40,165,4.125,NA,40,265,6.625,NA,85976,87144
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,44,197,4.47727272727273,NA,45,350,7.77777777777778,NA,85164,86141
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,58,137,2.36206896551724,NA,58,177,3.05172413793103,NA,84037,85973
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,56,171,3.05357142857143,NA,57,181,3.17543859649123,NA,86126,87600
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,48,225,4.6875,NA,45,219,4.86666666666667,NA,86380,87421
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,53,166,3.13207547169811,NA,55,275,5,NA,88381,90071
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,38,217,5.71052631578947,NA,35,222,6.34285714285714,NA,88978,90408
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,27,148,5.48148148148148,NA,25,221,8.84,NA,88767,90413
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,47,220,4.68085106382979,NA,47,324,6.8936170212766,NA,83194,82750
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,36,78,2.16666666666667,NA,35,154,4.4,NA,66222,68211
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,45,209,4.64444444444444,NA,47,315,6.70212765957447,NA,80340,82023
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,36,132,3.66666666666667,NA,35,230,6.57142857142857,NA,76999,78300
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,41,112,2.73170731707317,NA,40,202,5.05,NA,76119,77546
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,33,94,2.84848484848485,NA,32,142,4.4375,NA,84525,86041
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,38,99,2.60526315789474,NA,40,247,6.175,NA,82189,82892
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,167,640,3.83233532934132,NA,166,1072,6.45783132530121,NA,68728,70229
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,171,733,4.28654970760234,NA,169,1057,6.25443786982249,NA,68398,70070
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,187,727,3.88770053475936,NA,190,1286,6.76842105263158,NA,68230,69803
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,179,755,4.21787709497207,NA,176,973,5.52840909090909,NA,68555,69534
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,170,677,3.98235294117647,NA,169,923,5.46153846153846,NA,68961,70511
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,215,790,3.67441860465116,NA,212,957,4.51415094339623,NA,70445,72285
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,192,717,3.734375,NA,188,965,5.13297872340426,NA,70933,72325
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,174,644,3.70114942528736,NA,177,1032,5.83050847457627,NA,70047,71060
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,178,792,4.44943820224719,NA,176,991,5.63068181818182,NA,68408,69983
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,176,507,2.88068181818182,NA,175,806,4.60571428571429,NA,70761,72146
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,174,689,3.95977011494253,NA,173,1034,5.97687861271676,NA,71045,72547
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,200,977,4.885,NA,195,1219,6.25128205128205,NA,73187,74775
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,204,858,4.20588235294118,NA,203,1109,5.46305418719212,NA,72742,74088
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,194,907,4.67525773195876,NA,189,1251,6.61904761904762,NA,74645,76530
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,164,794,4.84146341463415,NA,166,1221,7.35542168674699,NA,69331,69158
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,117,401,3.42735042735043,NA,111,622,5.6036036036036,NA,54636,56737
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,192,735,3.828125,NA,194,1240,6.39175257731959,NA,66116,67727
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,165,554,3.35757575757576,NA,166,978,5.89156626506024,NA,64608,66043
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,177,562,3.17514124293785,NA,174,933,5.36206896551724,NA,63159,64495
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,169,563,3.33136094674556,NA,173,931,5.38150289017341,NA,69903,71446
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,168,641,3.81547619047619,NA,161,861,5.34782608695652,NA,67026,68244
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,236,1182,5.00847457627119,NA,236,1946,8.24576271186441,NA,58163,59144
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,255,935,3.66666666666667,NA,255,1607,6.30196078431373,NA,58095,59198
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,207,673,3.2512077294686,NA,211,1020,4.83412322274881,NA,57225,58155
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,220,608,2.76363636363636,NA,219,793,3.62100456621005,NA,57490,58402
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,227,741,3.26431718061674,NA,218,1032,4.73394495412844,NA,56998,58062
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,221,943,4.26696832579186,NA,227,1670,7.3568281938326,NA,59111,60339
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,245,876,3.57551020408163,NA,244,1177,4.82377049180328,NA,58884,59779
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,249,924,3.71084337349398,NA,249,1309,5.2570281124498,NA,59541,60662
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,205,773,3.77073170731707,NA,199,1109,5.57286432160804,NA,58852,60019
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,255,1018,3.9921568627451,NA,260,1638,6.3,NA,60811,61821
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,229,978,4.2707423580786,NA,223,1266,5.67713004484305,NA,60699,61351
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,202,798,3.95049504950495,NA,203,1179,5.80788177339902,NA,61913,63104
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,202,963,4.76732673267327,NA,200,1280,6.4,NA,61761,63083
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,216,820,3.7962962962963,NA,214,1234,5.76635514018692,NA,62566,63691
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,217,839,3.86635944700461,NA,214,1217,5.68691588785047,NA,58425,58026
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,167,477,2.8562874251497,NA,169,914,5.40828402366864,NA,47527,48878
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,201,646,3.21393034825871,NA,197,847,4.2994923857868,NA,56644,58054
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,220,770,3.5,NA,222,1033,4.65315315315315,NA,54958,55724
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,181,639,3.53038674033149,NA,179,990,5.53072625698324,NA,53408,54598
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,193,691,3.58031088082902,NA,193,1183,6.12953367875648,NA,59876,61024
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,4,NA,208,748,3.59615384615385,NA,204,1167,5.72058823529412,NA,58929,59660
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,0,0,NA,5,0,0,NA,48789,49574
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,49817,50493
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,23,4.6,NA,5,23,4.6,NA,48563,49158
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,10,2,NA,48709,49089
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,22,4.4,NA,48878,49750
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,10,2,NA,50635,51597
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,8,1.6,NA,5,10,2,NA,50296,50808
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,13,2.6,NA,5,10,2,NA,49625,49920
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,19,3.8,NA,48847,49787
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,10,2,NA,52225,52949
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,18,3.6,NA,5,20,4,NA,51583,52175
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,10,2,NA,52902,53620
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,10,NA,z,0,10,NA,z,49182,48675
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,39438,40524
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,47617,48459
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,7,1.4,NA,5,5,1,NA,45843,46759
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,5,NA,z,0,11,NA,z,45623,46276
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,50477,51506
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,5,1,NA,48852,49110
2016Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1881,4863,2.58532695374801,NA,1879,14791,7.87174028738691,NA,106245,107465
2016Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1953,4722,2.41781874039939,NA,1928,14293,7.41338174273859,NA,103596,105102
2017Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,2030,5374,2.64729064039409,NA,1991,16184,8.12857860371673,NA,101208,102663
2017Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,2245,5453,2.42895322939866,NA,2221,16630,7.4876181900045,NA,103344,104270
2017Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,2036,5057,2.48379174852652,NA,2033,15373,7.56173143138219,NA,102745,104338
2017Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,2020,5048,2.4990099009901,NA,1971,13946,7.0755961440893,NA,104033,106076
2018Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1937,5186,2.67733608673206,NA,1930,14288,7.40310880829016,NA,102970,103966
2018Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1982,5662,2.85671039354188,NA,1947,15496,7.95891114535182,NA,102891,104068
2018Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1999,5164,2.58329164582291,NA,1994,15483,7.76479438314945,NA,103640,105287
2018Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1946,5045,2.59249743062693,NA,1896,13690,7.2204641350211,NA,103887,105590
2019Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1953,5379,2.7542242703533,NA,1948,15270,7.8388090349076,NA,106111,107639
2019Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1925,4824,2.50597402597403,NA,1902,13067,6.87013669821241,NA,107289,108730
2019Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1954,5416,2.77175025588536,NA,1921,14754,7.68037480478917,NA,108731,110532
2019Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1957,4655,2.37864077669903,NA,1933,13054,6.75323331608898,NA,106455,108127
2020Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1952,5261,2.69518442622951,NA,1951,14624,7.49564325986673,NA,98344,98021
2020Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1585,3328,2.09968454258675,NA,1575,9234,5.86285714285714,NA,80673,83110
2020Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1868,4500,2.40899357601713,NA,1843,10616,5.76017362995117,NA,96701,98499
2020Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1859,4576,2.46153846153846,NA,1832,12669,6.91539301310044,NA,92374,93674
2021Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1777,4851,2.72988182329769,NA,1761,13442,7.63316297558206,NA,89456,91189
2021Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1870,4563,2.44010695187166,NA,1836,11518,6.27342047930283,NA,102177,103517
2021Q3,p,S08000030,NA,S08000030,d,Emergency Inpatients,NA,1,NA,1899,4809,2.53238546603476,NA,1893,12256,6.4743792921289,NA,97829,98731
2016Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1696,5213,3.07370283018868,NA,1697,14153,8.34001178550383,NA,84182,85607
2016Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1759,4909,2.79079022171688,NA,1740,15262,8.77126436781609,NA,83519,85066
2017Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1926,5102,2.64901349948079,NA,1910,15030,7.86910994764398,NA,84626,85955
2017Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,2023,5799,2.86653484923381,NA,1982,15652,7.8970736629667,NA,85141,86553
2017Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1955,5867,3.00102301790281,NA,1943,16152,8.31291816778178,NA,84955,86445
2017Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1926,5393,2.80010384215992,NA,1863,14108,7.5727321524423,NA,84805,86768
2018Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1895,5373,2.8353562005277,NA,1904,15478,8.12920168067227,NA,85976,87144
2018Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1832,5277,2.88045851528384,NA,1814,14507,7.99724366041896,NA,85164,86141
2018Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1906,5523,2.89769150052466,NA,1876,14395,7.67324093816631,NA,84037,85973
2018Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1776,4726,2.66103603603604,NA,1764,14338,8.1281179138322,NA,86126,87600
2019Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1837,4939,2.68862275449102,NA,1796,13435,7.48051224944321,NA,86380,87421
2019Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1854,4803,2.59061488673139,NA,1843,13625,7.39283776451438,NA,88381,90071
2019Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1876,5312,2.83155650319829,NA,1843,14490,7.86218122626153,NA,88978,90408
2019Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1928,4849,2.51504149377593,NA,1912,14313,7.48587866108787,NA,88767,90413
2020Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1834,4807,2.62104689203926,NA,1841,14124,7.67191743617599,NA,83194,82750
2020Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1479,3190,2.15686274509804,NA,1456,9574,6.57554945054945,NA,66222,68211
2020Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1795,4174,2.32534818941504,NA,1761,12826,7.28336172629188,NA,80340,82023
2020Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1795,4701,2.61894150417827,NA,1789,12910,7.21632196757965,NA,76999,78300
2021Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1620,4708,2.90617283950617,NA,1603,11850,7.39238927011853,NA,76119,77546
2021Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1731,4508,2.60427498555748,NA,1696,10783,6.35790094339623,NA,84525,86041
2021Q3,p,S08000030,NA,S08000030,d,Emergency Inpatients,NA,2,NA,1786,4931,2.76091825307951,NA,1776,14347,8.07826576576577,NA,82189,82892
2016Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,2282,6581,2.88387379491674,NA,2259,18767,8.30765825586543,NA,68728,70229
2016Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,2265,6544,2.88918322295806,NA,2260,20026,8.86106194690266,NA,68398,70070
2017Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1998,6155,3.08058058058058,NA,1993,17847,8.95484194681385,NA,68230,69803
2017Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1944,6219,3.19907407407407,NA,1943,15943,8.20535254760679,NA,68555,69534
2017Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1861,5758,3.09403546480387,NA,1825,14307,7.83945205479452,NA,68961,70511
2017Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1848,5637,3.05032467532468,NA,1815,15658,8.62699724517906,NA,70445,72285
2018Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1841,4945,2.6860401955459,NA,1847,15939,8.62966973470493,NA,70933,72325
2018Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1912,5743,3.00366108786611,NA,1874,14260,7.6093916755603,NA,70047,71060
2018Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1912,5772,3.01882845188284,NA,1890,13719,7.25873015873016,NA,68408,69983
2018Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1868,5569,2.98126338329764,NA,1830,14834,8.10601092896175,NA,70761,72146
2019Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1928,5892,3.05601659751037,NA,1900,14956,7.87157894736842,NA,71045,72547
2019Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1866,4783,2.56323687031083,NA,1867,14894,7.9775040171398,NA,73187,74775
2019Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1922,4653,2.42091571279917,NA,1869,14463,7.73836276083467,NA,72742,74088
2019Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,2017,5261,2.60832920178483,NA,1996,16299,8.16583166332665,NA,74645,76530
2020Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1833,4940,2.69503546099291,NA,1860,15837,8.51451612903226,NA,69331,69158
2020Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1472,3235,2.1976902173913,NA,1439,9791,6.80403057678944,NA,54636,56737
2020Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1853,4497,2.42687533729088,NA,1821,11947,6.56068094453597,NA,66116,67727
2020Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1694,4558,2.69067296340024,NA,1679,12369,7.36688505062537,NA,64608,66043
2021Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1627,4580,2.81499692685925,NA,1615,13782,8.53374613003096,NA,63159,64495
2021Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1879,4840,2.5758382118148,NA,1843,13610,7.38469886055345,NA,69903,71446
2021Q3,p,S08000030,NA,S08000030,d,Emergency Inpatients,NA,3,NA,1801,4970,2.75957801221544,NA,1782,13568,7.61391694725028,NA,67026,68244
2016Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2463,7449,3.02436053593179,NA,2437,18627,7.64341403364793,NA,58163,59144
2016Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2451,7394,3.01672786617707,NA,2435,20238,8.31129363449692,NA,58095,59198
2017Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2457,7378,3.002849002849,NA,2436,19321,7.93144499178982,NA,57225,58155
