quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,44,85,1.93181818181818,NA,40,117,2.925,NA,53652,178359
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,39,85,2.17948717948718,NA,40,385,9.625,NA,52414,179046
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,37,103,2.78378378378378,NA,35,144,4.11428571428571,NA,51714,175499
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,38,147,3.86842105263158,NA,40,236,5.9,NA,52629,179635
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,45,96,2.13333333333333,NA,40,141,3.525,NA,52525,178481
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,25,54,2.16,NA,25,54,2.16,NA,53507,182454
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,38,75,1.97368421052632,NA,40,154,3.85,NA,53787,181764
2019Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,30,132,4.4,NA,30,161,5.36666666666667,NA,54870,187928
2019Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,36,165,4.58333333333333,NA,35,190,5.42857142857143,NA,55904,188303
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,25,82,3.28,NA,25,117,4.68,NA,54193,186274
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,30,80,2.66666666666667,NA,30,107,3.56666666666667,NA,50257,172875
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,27,60,2.22222222222222,NA,27,73,2.7037037037037,NA,44257,145186
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,36,104,2.88888888888889,NA,35,160,4.57142857142857,NA,50646,172120
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,35,108,3.08571428571429,NA,35,150,4.28571428571429,NA,49447,163740
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,28,58,2.07142857142857,NA,30,93,3.1,NA,48284,159447
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,20,36,1.8,NA,21,55,2.61904761904762,NA,53504,177987
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,50-59 years,25,75,3,NA,26,149,5.73076923076923,NA,50776,173844
2016Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,42,134,3.19047619047619,NA,40,134,3.35,NA,61029,178089
2016Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,31,96,3.09677419354839,NA,32,208,6.5,NA,59813,175214
2017Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,39,103,2.64102564102564,NA,35,220,6.28571428571429,NA,58396,172538
2017Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,40,150,3.75,NA,40,248,6.2,NA,59424,177139
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,48,146,3.04166666666667,NA,50,326,6.52,NA,58287,178359
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,47,267,5.68085106382979,NA,50,521,10.42,NA,60594,179046
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,45,120,2.66666666666667,NA,40,185,4.625,NA,60831,175499
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,48,199,4.14583333333333,NA,50,357,7.14,NA,60084,179635
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,40,115,2.875,NA,35,132,3.77142857142857,NA,59422,178481
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,43,140,3.25581395348837,NA,45,344,7.64444444444444,NA,61584,182454
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,47,140,2.97872340425532,NA,45,246,5.46666666666667,NA,61996,181764
2019Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,36,145,4.02777777777778,NA,35,227,6.48571428571429,NA,63802,187928
2019Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,42,190,4.52380952380952,NA,41,277,6.75609756097561,NA,62973,188303
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,39,195,5,NA,40,308,7.7,NA,63875,186274
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,38,101,2.65789473684211,NA,35,150,4.28571428571429,NA,58209,172875
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,27,53,1.96296296296296,NA,25,168,6.72,NA,48077,145186
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,38,108,2.84210526315789,NA,41,373,9.09756097560976,NA,57491,172120
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,29,120,4.13793103448276,NA,30,164,5.46666666666667,NA,54800,163740
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,38,143,3.76315789473684,NA,38,262,6.89473684210526,NA,54798,159447
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,30,116,3.86666666666667,NA,25,155,6.2,NA,60849,177987
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,60-69 years,45,176,3.91111111111111,NA,43,393,9.13953488372093,NA,59661,173844
2016Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,60,260,4.33333333333333,NA,60,646,10.7666666666667,NA,68866,178089
2016Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,64,398,6.21875,NA,66,668,10.1212121212121,NA,70518,175214
2017Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,52,217,4.17307692307692,NA,50,220,4.4,NA,70490,172538
2017Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,36,196,5.44444444444444,NA,37,277,7.48648648648649,NA,71234,177139
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,55,293,5.32727272727273,NA,53,388,7.32075471698113,NA,70955,178359
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,58,280,4.82758620689655,NA,57,344,6.03508771929825,NA,74454,179046
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,53,204,3.84905660377358,NA,51,261,5.11764705882353,NA,75151,175499
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,62,327,5.2741935483871,NA,65,593,9.12307692307692,NA,73508,179635
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,48,276,5.75,NA,44,368,8.36363636363636,NA,71925,178481
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,53,212,4,NA,57,539,9.45614035087719,NA,74999,182454
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,41,253,6.17073170731707,NA,40,330,8.25,NA,74914,181764
2019Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,48,369,7.6875,NA,45,400,8.88888888888889,NA,75983,187928
2019Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,52,301,5.78846153846154,NA,53,491,9.26415094339623,NA,76182,188303
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,64,415,6.484375,NA,63,531,8.42857142857143,NA,79488,186274
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,36,181,5.02777777777778,NA,36,323,8.97222222222222,NA,73420,172875
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,44,217,4.93181818181818,NA,44,332,7.54545454545455,NA,56883,145186
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,59,361,6.11864406779661,NA,58,472,8.13793103448276,NA,69821,172120
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,64,300,4.6875,NA,65,426,6.55384615384615,NA,68542,163740
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,50,200,4,NA,50,393,7.86,NA,66079,159447
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,48,131,2.72916666666667,NA,49,217,4.42857142857143,NA,74045,177987
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,70-79 years,46,165,3.58695652173913,NA,45,234,5.2,NA,72493,173844
2016Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,43,263,6.11627906976744,NA,40,331,8.275,NA,61353,178089
2016Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,30,129,4.3,NA,30,238,7.93333333333333,NA,64942,175214
2017Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,29,167,5.75862068965517,NA,31,329,10.6129032258065,NA,64997,172538
2017Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,31,158,5.09677419354839,NA,31,200,6.45161290322581,NA,62421,177139
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,37,216,5.83783783783784,NA,35,303,8.65714285714286,NA,61011,178359
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,28,221,7.89285714285714,NA,30,260,8.66666666666667,NA,66032,179046
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,38,269,7.07894736842105,NA,35,310,8.85714285714286,NA,66906,175499
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,43,207,4.81395348837209,NA,44,280,6.36363636363636,NA,63890,179635
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,30,199,6.63333333333333,NA,30,277,9.23333333333333,NA,62253,178481
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,39,216,5.53846153846154,NA,39,256,6.56410256410256,NA,66184,182454
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,38,278,7.31578947368421,NA,37,341,9.21621621621622,NA,66491,181764
2019Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,31,149,4.80645161290323,NA,32,261,8.15625,NA,65892,187928
2019Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,37,176,4.75675675675676,NA,37,214,5.78378378378378,NA,66110,188303
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,32,137,4.28125,NA,30,158,5.26666666666667,NA,69485,186274
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,30,227,7.56666666666667,NA,30,267,8.9,NA,65275,172875
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,31,121,3.90322580645161,NA,30,261,8.7,NA,48693,145186
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,33,112,3.39393939393939,NA,32,145,4.53125,NA,59310,172120
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,38,193,5.07894736842105,NA,39,274,7.02564102564103,NA,59716,163740
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,42,220,5.23809523809524,NA,41,267,6.51219512195122,NA,56691,159447
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,33,151,4.57575757575758,NA,34,240,7.05882352941176,NA,63030,177987
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,80-89 years,38,237,6.23684210526316,NA,36,301,8.36111111111111,NA,61380,173844
2016Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,47,9.4,NA,5,47,9.4,NA,15987,178089
2016Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,8,1.6,NA,5,8,1.6,NA,17460,175214
2017Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,50,10,NA,10,97,9.7,NA,18215,172538
2017Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,12,60,5,NA,10,72,7.2,NA,16411,177139
2017Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,61,6.1,NA,10,61,6.1,NA,16157,178359
2017Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,49,9.8,NA,5,71,14.2,NA,17827,179046
2018Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,12,74,6.16666666666667,NA,15,105,7,NA,18636,175499
2018Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,12,67,5.58333333333333,NA,10,67,6.7,NA,16260,179635
2018Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,13,2.6,NA,5,13,2.6,NA,16119,178481
2018Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,53,10.6,NA,5,53,10.6,NA,17805,182454
2019Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,13,108,8.30769230769231,NA,13,116,8.92307692307692,NA,17995,181764
2019Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,5,1,NA,0,5,NA,z,17503,187928
2019Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,12,134,11.1666666666667,NA,10,147,14.7,NA,17399,188303
2019Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,57,5.7,NA,10,90,9,NA,18835,186274
2020Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,102,10.2,NA,11,111,10.0909090909091,NA,18351,172875
2020Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,0,9,NA,z,0,9,NA,z,12408,145186
2020Q3,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,5,15,3,NA,5,38,7.6,NA,15636,172120
2020Q4,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,32,3.2,NA,5,29,5.8,NA,16240,163740
2021Q1,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,28,2.8,NA,10,77,7.7,NA,16401,159447
2021Q2,NA,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,38,3.8,NA,10,55,5.5,NA,16930,177987
2021Q3,p,S08000026,NA,Z102H,NA,Emergency Inpatients,NA,Male,90 years and over,10,56,5.6,NA,10,95,9.5,NA,16392,173844
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,10,1,NA,10,13,1.3,NA,3674,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,5,0.5,NA,10,5,0.5,NA,2698,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,12,11,0.916666666666667,NA,12,13,1.08333333333333,NA,2833,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,15,8,0.533333333333333,NA,15,10,0.666666666666667,NA,3906,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,10,1,NA,10,10,1,NA,3765,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,17,13,0.764705882352941,NA,17,25,1.47058823529412,NA,2757,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,15,40,2.66666666666667,NA,15,53,3.53333333333333,NA,2989,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,7,0.7,NA,10,7,0.7,NA,4030,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,5,0.5,NA,10,21,2.1,NA,3575,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,11,1.1,NA,10,19,1.9,NA,3085,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,0,5,NA,z,0,0,NA,z,2974,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,15,17,1.13333333333333,NA,15,33,2.2,NA,3890,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,5,8,1.6,NA,5,9,1.8,NA,4001,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,12,1.2,NA,10,13,1.3,NA,3042,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,9,0.9,NA,10,10,1,NA,3075,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,2054,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,0,0,NA,z,0,0,NA,z,3265,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,5,5,1,NA,5,9,1.8,NA,2528,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,5,5,1,NA,5,5,1,NA,2263,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,5,9,1.8,NA,5,9,1.8,NA,3366,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,0-9 years,10,13,1.3,NA,10,17,1.7,NA,3320,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,15,31,2.06666666666667,NA,15,38,2.53333333333333,NA,11097,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,12,13,1.08333333333333,NA,12,13,1.08333333333333,NA,10039,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,20,20,1,NA,20,20,1,NA,10086,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,15,15,1,NA,15,24,1.6,NA,9880,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,10,15,1.5,NA,10,15,1.5,NA,10699,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,18,24,1.33333333333333,NA,18,27,1.5,NA,10116,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,8,1.6,NA,5,8,1.6,NA,9348,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,14,22,1.57142857142857,NA,14,22,1.57142857142857,NA,9939,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,13,9,0.692307692307692,NA,13,12,0.923076923076923,NA,10573,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,16,16,1,NA,16,16,1,NA,9928,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,9836,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,10,15,1.5,NA,10,20,2,NA,10290,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,10,8,0.8,NA,10,8,0.8,NA,10765,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,9743,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,10,13,1.3,NA,10,13,1.3,NA,8908,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,21,4.2,NA,5,62,12.4,NA,5952,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,8591,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,13,12,0.923076923076923,NA,13,14,1.07692307692308,NA,7323,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,0,0,NA,5,13,2.6,NA,6509,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,10,12,1.2,NA,10,12,1.2,NA,8780,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,10-19 years,5,5,1,NA,5,5,1,NA,8536,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,20,25,1.25,NA,20,35,1.75,NA,28088,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,15,28,1.86666666666667,NA,15,38,2.53333333333333,NA,26513,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,20,35,1.75,NA,20,51,2.55,NA,24641,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,23,52,2.26086956521739,NA,23,52,2.26086956521739,NA,26824,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,10,11,1.1,NA,5,22,4.4,NA,26939,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,19,25,1.31578947368421,NA,19,30,1.57894736842105,NA,25758,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,15,24,1.6,NA,13,34,2.61538461538462,NA,24163,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,15,37,2.46666666666667,NA,15,43,2.86666666666667,NA,26604,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,27,51,1.88888888888889,NA,27,53,1.96296296296296,NA,26720,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,24,33,1.375,NA,24,35,1.45833333333333,NA,26501,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,23,36,1.56521739130435,NA,23,55,2.39130434782609,NA,26173,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,25,33,1.32,NA,25,42,1.68,NA,27260,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,17,36,2.11764705882353,NA,17,39,2.29411764705882,NA,28422,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,20,38,1.9,NA,20,38,1.9,NA,25858,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,10,34,3.4,NA,10,48,4.8,NA,23833,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,20,29,1.45,NA,20,52,2.6,NA,18935,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,17,32,1.88235294117647,NA,18,124,6.88888888888889,NA,22903,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,17,42,2.47058823529412,NA,17,102,6,NA,20850,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,32,41,1.28125,NA,31,54,1.74193548387097,NA,20577,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,17,17,1,NA,17,23,1.35294117647059,NA,23303,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,20-29 years,15,19,1.26666666666667,NA,14,19,1.35714285714286,NA,22896,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,15,15,1,NA,15,22,1.46666666666667,NA,29806,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,20,30,1.5,NA,20,36,1.8,NA,27853,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,11,37,3.36363636363636,NA,10,30,3,NA,27347,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,20,104,5.2,NA,20,33,1.65,NA,29451,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,20,32,1.6,NA,19,235,12.3684210526316,NA,30253,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,10,13,1.3,NA,10,13,1.3,NA,27960,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,18,34,1.88888888888889,NA,18,41,2.27777777777778,NA,28426,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,20,31,1.55,NA,20,31,1.55,NA,29581,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,17,33,1.94117647058824,NA,20,68,3.4,NA,30535,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,21,33,1.57142857142857,NA,20,34,1.7,NA,29487,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,10,13,1.3,NA,10,13,1.3,NA,29863,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,12,16,1.33333333333333,NA,10,20,2,NA,31975,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,5,10,2,NA,5,16,3.2,NA,32251,202497
