year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2021,2021Q1,01,A216H,Minor Injury Unit or Other,24,23,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,B105H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,B118H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,B120H,Emergency Department,1896,1489,83,38,703,3,1127,57,6
2021,2021Q1,01,Y144H,Emergency Department,547,479,10,2,53,2,412,55,25
2021,2021Q1,01,Y146H,Emergency Department,1582,1402,9,0,628,2,930,11,11
2021,2021Q1,01,F704H,Emergency Department,3657,3222,20,0,1327,8,2237,34,51
2021,2021Q1,01,F708H,Minor Injury Unit or Other,42,40,0,0,0,0,38,1,3
2021,2021Q1,01,F709H,Minor Injury Unit or Other,73,73,0,0,1,0,65,7,0
2021,2021Q1,01,F805H,Minor Injury Unit or Other,631,631,0,0,3,0,586,39,3
2021,2021Q1,01,V201H,Minor Injury Unit or Other,747,746,0,0,3,0,686,3,55
2021,2021Q1,01,V217H,Emergency Department,3514,3051,69,9,1273,10,2009,33,189
2021,2021Q1,01,N101H,Emergency Department,3009,2214,80,10,1213,19,1602,16,159
2021,2021Q1,01,N121H,Emergency Department,621,613,0,0,84,0,533,0,4
2021,2021Q1,01,N333H,Minor Injury Unit or Other,187,187,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,N334H,Minor Injury Unit or Other,164,164,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,N335H,Minor Injury Unit or Other,176,175,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,N411H,Emergency Department,1341,1220,9,1,428,3,893,16,1
2021,2021Q1,01,C206H,Minor Injury Unit or Other,779,739,1,0,101,0,645,32,1
2021,2021Q1,01,C313H,Emergency Department,1633,1420,26,1,465,3,1097,26,42
2021,2021Q1,01,C418H,Emergency Department,3561,3046,86,3,1228,11,2199,61,62
2021,2021Q1,01,G107H,Emergency Department,5155,4462,56,3,1836,14,3093,87,125
2021,2021Q1,01,G207H,Minor Injury Unit or Other,1220,1209,1,0,1,0,1117,68,34
2021,2021Q1,01,G306H,Minor Injury Unit or Other,1310,1249,1,1,4,1,1237,55,13
2021,2021Q1,01,G405H,Emergency Department,5821,4614,123,14,2358,20,3313,50,80
2021,2021Q1,01,G513H,Emergency Department,2827,2798,0,0,725,4,2095,1,2
2021,2021Q1,01,G516H,Minor Injury Unit or Other,13,13,0,0,1,0,12,0,0
2021,2021Q1,01,C106H,Minor Injury Unit or Other,349,340,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,C108H,Minor Injury Unit or Other,57,57,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,C113H,Minor Injury Unit or Other,252,252,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,C121H,Emergency Department,432,409,0,0,149,1,273,4,5
2021,2021Q1,01,C122H,Minor Injury Unit or Other,308,304,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H101H,Minor Injury Unit or Other,6,6,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H103H,Emergency Department,538,492,10,3,119,1,392,22,4
2021,2021Q1,01,H106H,Minor Injury Unit or Other,24,24,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H202H,Emergency Department,1817,1583,36,1,623,1,1124,14,55
2021,2021Q1,01,H208H,Minor Injury Unit or Other,353,353,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H212H,Emergency Department,398,379,2,0,93,1,293,5,6
2021,2021Q1,01,H214H,Minor Injury Unit or Other,212,212,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H215H,Minor Injury Unit or Other,29,29,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H224H,Minor Injury Unit or Other,248,247,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H227B,Minor Injury Unit or Other,39,39,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,H227H,Minor Injury Unit or Other,103,101,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,L106H,Emergency Department,4252,3369,130,21,1577,6,2590,66,13
2021,2021Q1,01,L302H,Emergency Department,3963,3361,79,23,1324,5,2553,65,16
2021,2021Q1,01,L308H,Emergency Department,4638,3540,304,107,1661,12,2899,47,19
2021,2021Q1,01,S108H,Minor Injury Unit or Other,40,40,0,0,0,0,1,0,0
2021,2021Q1,01,S116H,Minor Injury Unit or Other,2410,1902,35,3,1157,1,1249,1,2
2021,2021Q1,01,S308H,Emergency Department,3314,2976,34,11,789,1,2486,36,2
2021,2021Q1,01,S314H,Emergency Department,7761,6207,222,34,3216,10,4419,98,18
2021,2021Q1,01,S319H,Emergency Department,2349,2290,0,0,352,1,1880,95,21
2021,2021Q1,01,R103H,Emergency Department,323,310,0,0,119,0,201,1,2
2021,2021Q1,01,Z102H,Emergency Department,361,357,0,0,130,0,229,1,1
2021,2021Q1,01,T101H,Emergency Department,2989,2830,4,0,1285,12,1557,100,35
2021,2021Q1,01,T202H,Emergency Department,1083,1051,6,2,205,0,760,113,5
2021,2021Q1,01,T304H,Minor Injury Unit or Other,419,419,0,0,0,0,382,37,0
2021,2021Q1,01,T319H,Minor Injury Unit or Other,240,240,0,0,0,0,233,6,1
2021,2021Q1,01,W106H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,01,W107H,Emergency Department,269,264,0,0,106,1,159,2,1
2021,2021Q1,01,W108H,Minor Injury Unit or Other,47,45,0,0,4,0,40,2,1
2021,2021Q1,02,A101H,Minor Injury Unit or Other,122,115,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,A110H,Minor Injury Unit or Other,24,24,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,A111H,Emergency Department,3223,2567,303,169,1151,9,1857,34,172
2021,2021Q1,02,A210H,Emergency Department,1639,1351,104,38,617,3,968,38,13
2021,2021Q1,02,A216H,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,B118H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,B120H,Emergency Department,1795,1337,125,59,634,6,1112,36,7
2021,2021Q1,02,Y144H,Emergency Department,517,484,2,0,49,1,427,32,8
2021,2021Q1,02,Y146H,Emergency Department,1330,1219,4,0,486,0,813,22,9
2021,2021Q1,02,F704H,Emergency Department,3462,3095,12,0,1230,14,2122,37,59
2021,2021Q1,02,F708H,Minor Injury Unit or Other,68,67,0,0,0,0,64,1,3
2021,2021Q1,02,F709H,Minor Injury Unit or Other,100,100,0,0,0,0,88,12,0
2021,2021Q1,02,F805H,Minor Injury Unit or Other,515,514,0,0,3,0,490,20,2
2021,2021Q1,02,V201H,Minor Injury Unit or Other,702,702,0,0,2,0,644,2,54
2021,2021Q1,02,V217H,Emergency Department,3294,2668,41,5,1255,12,1744,27,256
2021,2021Q1,02,N101H,Emergency Department,2894,2349,38,4,1093,8,1664,14,115
2021,2021Q1,02,N121H,Emergency Department,651,641,0,0,71,0,576,0,4
2021,2021Q1,02,N333H,Minor Injury Unit or Other,188,188,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,N334H,Minor Injury Unit or Other,174,173,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,N335H,Minor Injury Unit or Other,167,166,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,N411H,Emergency Department,1396,1271,4,0,458,2,921,13,2
2021,2021Q1,02,C206H,Minor Injury Unit or Other,753,715,0,0,140,0,580,29,4
2021,2021Q1,02,C313H,Emergency Department,1572,1375,20,4,458,4,1057,23,30
2021,2021Q1,02,C418H,Emergency Department,3404,2879,59,2,1225,10,2064,56,49
2021,2021Q1,02,G107H,Emergency Department,4789,4228,30,2,1633,13,2911,109,123
2021,2021Q1,02,G207H,Minor Injury Unit or Other,1192,1192,0,0,0,0,1073,85,34
2021,2021Q1,02,G306H,Minor Injury Unit or Other,1187,1184,0,0,1,0,1129,41,16
2021,2021Q1,02,G405H,Emergency Department,5366,4002,202,18,2166,15,3059,46,80
2021,2021Q1,02,G513H,Emergency Department,2742,2717,0,0,657,1,2082,0,2
2021,2021Q1,02,G516H,Minor Injury Unit or Other,13,13,0,0,0,0,13,0,0
2021,2021Q1,02,C106H,Minor Injury Unit or Other,408,403,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,C108H,Minor Injury Unit or Other,56,55,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,C113H,Minor Injury Unit or Other,232,232,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,C121H,Emergency Department,365,360,0,0,128,1,227,8,1
2021,2021Q1,02,C122H,Minor Injury Unit or Other,277,276,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H103H,Emergency Department,519,456,9,4,128,0,366,19,6
2021,2021Q1,02,H106H,Minor Injury Unit or Other,16,16,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H202H,Emergency Department,1837,1581,34,0,567,6,1194,15,55
2021,2021Q1,02,H208H,Minor Injury Unit or Other,330,330,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H212H,Emergency Department,344,329,0,0,75,1,260,8,0
2021,2021Q1,02,H214H,Minor Injury Unit or Other,243,242,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H215H,Minor Injury Unit or Other,33,33,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H224H,Minor Injury Unit or Other,242,239,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H227B,Minor Injury Unit or Other,29,29,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,H227H,Minor Injury Unit or Other,65,65,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,L106H,Emergency Department,3889,3141,116,29,1608,6,2179,85,11
2021,2021Q1,02,L302H,Emergency Department,3563,3168,49,14,1245,4,2250,59,5
2021,2021Q1,02,L308H,Emergency Department,4411,3598,150,31,1758,8,2593,39,13
2021,2021Q1,02,S108H,Minor Injury Unit or Other,22,22,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,S116H,Minor Injury Unit or Other,2346,1868,36,7,1026,0,1314,2,4
2021,2021Q1,02,S308H,Emergency Department,3202,2790,63,8,745,4,2253,40,160
2021,2021Q1,02,S314H,Emergency Department,7096,5317,373,87,2754,5,4222,98,17
2021,2021Q1,02,S319H,Emergency Department,2137,2091,0,0,299,0,1747,65,26
2021,2021Q1,02,R103H,Emergency Department,315,293,2,0,108,0,204,1,2
2021,2021Q1,02,Z102H,Emergency Department,394,387,0,0,131,1,259,2,1
2021,2021Q1,02,T101H,Emergency Department,2800,2684,1,0,1153,8,1533,79,27
2021,2021Q1,02,T202H,Emergency Department,1029,998,5,0,207,0,688,121,13
2021,2021Q1,02,T304H,Minor Injury Unit or Other,429,429,0,0,0,0,372,54,3
2021,2021Q1,02,T319H,Minor Injury Unit or Other,197,197,0,0,0,0,188,9,0
2021,2021Q1,02,W106H,Minor Injury Unit or Other,21,21,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,02,W107H,Emergency Department,195,186,2,0,74,0,114,4,3
2021,2021Q1,02,W108H,Minor Injury Unit or Other,53,53,0,0,2,0,51,0,0
2021,2021Q1,03,A101H,Minor Injury Unit or Other,133,131,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,A110H,Minor Injury Unit or Other,31,29,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,A111H,Emergency Department,4062,3354,296,138,1429,6,2381,41,205
2021,2021Q1,03,A210H,Emergency Department,2077,1755,86,19,740,7,1270,49,11
2021,2021Q1,03,A216H,Minor Injury Unit or Other,29,29,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,B105H,Minor Injury Unit or Other,1,1,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,B118H,Minor Injury Unit or Other,24,24,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,B120H,Emergency Department,2114,1830,18,3,807,2,1265,35,5
2021,2021Q1,03,Y144H,Emergency Department,708,651,5,0,63,0,582,44,19
2021,2021Q1,03,Y146H,Emergency Department,1907,1689,3,1,647,3,1201,33,23
2021,2021Q1,03,F704H,Emergency Department,4548,4041,17,0,1557,8,2857,42,84
2021,2021Q1,03,F708H,Minor Injury Unit or Other,82,82,0,0,0,0,76,4,2
2021,2021Q1,03,F709H,Minor Injury Unit or Other,135,134,0,0,0,0,130,5,0
2021,2021Q1,03,F805H,Minor Injury Unit or Other,793,791,0,0,4,0,746,36,7
2021,2021Q1,03,V201H,Minor Injury Unit or Other,1000,999,0,0,2,0,945,2,51
2021,2021Q1,03,V217H,Emergency Department,4332,3666,37,6,1443,6,2398,35,450
2021,2021Q1,03,N101H,Emergency Department,3458,2818,22,1,1241,8,2080,11,118
2021,2021Q1,03,N121H,Emergency Department,991,980,1,0,88,1,897,0,5
2021,2021Q1,03,N333H,Minor Injury Unit or Other,289,287,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,N334H,Minor Injury Unit or Other,231,231,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,N335H,Minor Injury Unit or Other,216,215,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,N411H,Emergency Department,1820,1666,21,1,540,2,1265,12,1
2021,2021Q1,03,C206H,Minor Injury Unit or Other,1025,979,2,0,169,0,809,45,2
2021,2021Q1,03,C313H,Emergency Department,2132,1898,9,1,546,4,1493,44,45
2021,2021Q1,03,C418H,Emergency Department,4446,3826,69,0,1508,9,2752,80,97
2021,2021Q1,03,G107H,Emergency Department,5998,5506,31,5,1974,9,3741,141,133
2021,2021Q1,03,G207H,Minor Injury Unit or Other,1543,1543,0,0,0,1,1401,78,63
2021,2021Q1,03,G306H,Minor Injury Unit or Other,1641,1640,0,0,1,0,1574,53,13
2021,2021Q1,03,G405H,Emergency Department,6652,5847,41,0,2641,26,3855,51,79
2021,2021Q1,03,G513H,Emergency Department,4176,4139,0,0,948,1,3223,0,4
2021,2021Q1,03,G516H,Minor Injury Unit or Other,17,17,0,0,0,0,17,0,0
2021,2021Q1,03,C106H,Minor Injury Unit or Other,490,482,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,C108H,Minor Injury Unit or Other,63,61,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,C113H,Minor Injury Unit or Other,269,269,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,C121H,Emergency Department,503,487,1,0,142,0,337,14,10
2021,2021Q1,03,C122H,Minor Injury Unit or Other,365,363,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H101H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H103H,Emergency Department,621,598,2,1,146,1,452,16,6
2021,2021Q1,03,H106H,Minor Injury Unit or Other,13,13,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H202H,Emergency Department,2349,2003,46,1,706,3,1548,19,73
2021,2021Q1,03,H208H,Minor Injury Unit or Other,161,161,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H212H,Emergency Department,423,400,2,1,88,1,320,12,2
2021,2021Q1,03,H214H,Minor Injury Unit or Other,271,271,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H215H,Minor Injury Unit or Other,17,17,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H224H,Minor Injury Unit or Other,292,286,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H227B,Minor Injury Unit or Other,31,31,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,H227H,Minor Injury Unit or Other,98,98,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,L106H,Emergency Department,5055,4188,123,26,1941,4,3016,87,7
2021,2021Q1,03,L302H,Emergency Department,4643,4030,50,12,1495,1,3074,63,10
2021,2021Q1,03,L308H,Emergency Department,5806,4626,164,26,2034,12,3681,48,31
2021,2021Q1,03,S108H,Minor Injury Unit or Other,74,74,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,S116H,Minor Injury Unit or Other,2803,2236,31,9,1210,0,1590,0,3
2021,2021Q1,03,S308H,Emergency Department,4040,3637,40,7,913,3,2795,43,286
2021,2021Q1,03,S314H,Emergency Department,8746,6950,266,63,3280,4,5360,77,25
2021,2021Q1,03,S319H,Emergency Department,3264,3183,1,0,396,0,2765,69,34
2021,2021Q1,03,R103H,Emergency Department,411,394,0,0,124,0,284,0,3
2021,2021Q1,03,Z102H,Emergency Department,428,421,0,0,142,1,280,0,5
2021,2021Q1,03,T101H,Emergency Department,3552,3433,1,0,1363,6,2041,107,35
2021,2021Q1,03,T202H,Emergency Department,1333,1285,2,0,245,0,956,127,5
2021,2021Q1,03,T304H,Minor Injury Unit or Other,585,585,0,0,0,1,540,44,0
2021,2021Q1,03,T319H,Minor Injury Unit or Other,265,265,0,0,0,0,257,8,0
2021,2021Q1,03,W106H,Minor Injury Unit or Other,33,33,NA,NA,NA,NA,NA,NA,NA
2021,2021Q1,03,W107H,Emergency Department,239,228,1,1,81,0,149,5,4
2021,2021Q1,03,W108H,Minor Injury Unit or Other,71,70,0,0,3,0,68,0,0
2021,2021Q2,04,A101H,Minor Injury Unit or Other,134,130,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,A110H,Minor Injury Unit or Other,53,53,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,A111H,Emergency Department,4856,4159,247,105,1357,6,3156,43,294
2021,2021Q2,04,A210H,Emergency Department,2422,2158,52,13,736,5,1617,50,14
2021,2021Q2,04,A216H,Minor Injury Unit or Other,50,50,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,B118H,Minor Injury Unit or Other,30,30,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,B120H,Emergency Department,2358,2039,25,3,792,4,1482,73,7
2021,2021Q2,04,Y144H,Emergency Department,854,796,5,0,61,0,719,49,25
2021,2021Q2,04,Y146H,Emergency Department,2163,1855,9,0,658,3,1442,34,26
2021,2021Q2,04,F704H,Emergency Department,4946,4442,12,0,1580,6,3205,53,102
2021,2021Q2,04,F708H,Minor Injury Unit or Other,108,106,0,0,0,0,106,2,0
2021,2021Q2,04,F709H,Minor Injury Unit or Other,178,178,0,0,0,0,172,6,0
2021,2021Q2,04,F805H,Minor Injury Unit or Other,977,977,0,0,4,0,905,61,7
2021,2021Q2,04,V201H,Minor Injury Unit or Other,1370,1367,0,0,5,0,1257,6,102
2021,2021Q2,04,V217H,Emergency Department,4684,3783,28,3,1475,8,2688,22,491
2021,2021Q2,04,N101H,Emergency Department,3741,3035,56,4,1306,10,2293,14,118
2021,2021Q2,04,N121H,Emergency Department,1154,1126,1,0,113,0,1037,0,4
2021,2021Q2,04,N333H,Minor Injury Unit or Other,304,304,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,N334H,Minor Injury Unit or Other,294,294,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,N335H,Minor Injury Unit or Other,224,223,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,N411H,Emergency Department,1893,1743,8,0,558,1,1318,15,1
2021,2021Q2,04,C206H,Minor Injury Unit or Other,1237,1192,3,0,158,1,1022,49,7
2021,2021Q2,04,C313H,Emergency Department,2405,2195,13,2,635,4,1661,59,46
2021,2021Q2,04,C418H,Emergency Department,5117,4584,38,2,1603,9,3315,117,73
2021,2021Q2,04,G107H,Emergency Department,6461,5864,18,2,1991,15,4126,151,178
2021,2021Q2,04,G207H,Minor Injury Unit or Other,1769,1768,0,0,0,0,1566,116,87
2021,2021Q2,04,G306H,Minor Injury Unit or Other,1774,1773,0,0,3,0,1663,77,31
2021,2021Q2,04,G405H,Emergency Department,7425,6457,31,1,2739,15,4470,82,119
2021,2021Q2,04,G513H,Emergency Department,4652,4602,0,0,956,6,3671,14,5
2021,2021Q2,04,G516H,Minor Injury Unit or Other,8,8,0,0,0,0,8,0,0
2021,2021Q2,04,C106H,Minor Injury Unit or Other,475,474,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,C108H,Minor Injury Unit or Other,59,59,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,C113H,Minor Injury Unit or Other,337,335,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,C121H,Emergency Department,550,540,0,0,136,2,395,12,5
2021,2021Q2,04,C122H,Minor Injury Unit or Other,361,353,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H101H,Minor Injury Unit or Other,11,11,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H103H,Emergency Department,717,687,1,0,139,1,541,28,8
2021,2021Q2,04,H106H,Minor Injury Unit or Other,15,15,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H202H,Emergency Department,2455,2217,14,0,654,3,1699,26,73
2021,2021Q2,04,H208H,Minor Injury Unit or Other,164,164,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H212H,Emergency Department,520,487,3,1,96,1,400,16,7
2021,2021Q2,04,H214H,Minor Injury Unit or Other,293,293,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H215H,Minor Injury Unit or Other,25,25,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H219H,Minor Injury Unit or Other,2,2,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H224H,Minor Injury Unit or Other,306,305,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H227B,Minor Injury Unit or Other,62,62,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,H227H,Minor Injury Unit or Other,106,106,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,L106H,Emergency Department,5532,4739,84,15,1899,3,3496,111,23
2021,2021Q2,04,L302H,Emergency Department,5025,4198,44,6,1441,5,3494,80,5
2021,2021Q2,04,L308H,Emergency Department,6221,4812,236,25,1958,4,4157,55,47
2021,2021Q2,04,S108H,Minor Injury Unit or Other,210,210,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,S116H,Minor Injury Unit or Other,2962,2416,40,6,1088,0,1856,1,17
2021,2021Q2,04,S308H,Emergency Department,4544,4030,29,5,889,1,3225,48,381
2021,2021Q2,04,S314H,Emergency Department,9293,7383,173,11,3437,0,5721,91,44
2021,2021Q2,04,S319H,Emergency Department,3776,3715,0,0,422,1,3221,77,55
2021,2021Q2,04,R103H,Emergency Department,417,403,1,1,117,0,297,0,3
2021,2021Q2,04,Z102H,Emergency Department,489,485,1,0,125,1,358,2,3
2021,2021Q2,04,T101H,Emergency Department,3998,3784,3,0,1439,4,2402,111,42
2021,2021Q2,04,T202H,Emergency Department,1540,1464,5,0,254,1,1116,150,19
2021,2021Q2,04,T304H,Minor Injury Unit or Other,696,695,0,0,0,0,626,69,1
2021,2021Q2,04,T319H,Minor Injury Unit or Other,312,312,0,0,0,0,305,7,0
2021,2021Q2,04,W106H,Minor Injury Unit or Other,56,56,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,04,W107H,Emergency Department,342,334,0,0,94,0,246,2,0
2021,2021Q2,04,W108H,Minor Injury Unit or Other,77,77,0,0,2,0,75,0,0
2021,2021Q2,05,A101H,Minor Injury Unit or Other,246,238,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,A110H,Minor Injury Unit or Other,74,73,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,A111H,Emergency Department,5524,4732,224,100,1566,12,3621,40,285
2021,2021Q2,05,A210H,Emergency Department,2885,2521,76,27,894,2,1884,65,40
2021,2021Q2,05,A216H,Minor Injury Unit or Other,54,54,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,B118H,Minor Injury Unit or Other,29,29,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,B120H,Emergency Department,2653,2234,64,24,880,1,1698,64,10
2021,2021Q2,05,Y144H,Emergency Department,906,828,12,2,62,3,758,57,26
2021,2021Q2,05,Y146H,Emergency Department,2518,2153,24,0,750,3,1701,24,40
2021,2021Q2,05,F704H,Emergency Department,5645,4746,68,8,1810,4,3626,63,142
2021,2021Q2,05,F708H,Minor Injury Unit or Other,117,116,0,0,0,0,112,4,1
2021,2021Q2,05,F709H,Minor Injury Unit or Other,169,169,0,0,2,0,158,9,0
2021,2021Q2,05,F805H,Minor Injury Unit or Other,1108,1108,0,0,3,0,1009,92,4
2021,2021Q2,05,V201H,Minor Injury Unit or Other,1595,1593,0,0,12,0,1460,6,117
2021,2021Q2,05,V217H,Emergency Department,4829,3790,59,7,1559,4,3004,26,236
2021,2021Q2,05,N101H,Emergency Department,4246,3437,52,4,1315,8,2776,12,135
2021,2021Q2,05,N121H,Emergency Department,1396,1365,1,0,102,0,1284,1,9
2021,2021Q2,05,N333H,Minor Injury Unit or Other,376,374,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,N334H,Minor Injury Unit or Other,402,400,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,N335H,Minor Injury Unit or Other,299,299,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,N411H,Emergency Department,2162,1910,19,2,612,2,1522,15,11
2021,2021Q2,05,C206H,Minor Injury Unit or Other,1366,1317,4,0,178,0,1099,72,17
2021,2021Q2,05,C313H,Emergency Department,2714,2520,7,0,652,0,1953,49,60
2021,2021Q2,05,C418H,Emergency Department,5271,4587,47,6,1655,12,3428,65,111
2021,2021Q2,05,G107H,Emergency Department,6865,6279,24,0,2107,15,4406,140,197
2021,2021Q2,05,G207H,Minor Injury Unit or Other,1876,1873,0,0,1,0,1658,128,89
2021,2021Q2,05,G306H,Minor Injury Unit or Other,1896,1895,0,0,0,0,1785,62,49
2021,2021Q2,05,G405H,Emergency Department,7921,6737,35,0,2922,22,4758,60,159
2021,2021Q2,05,G513H,Emergency Department,5722,5663,1,0,1109,0,4605,0,8
2021,2021Q2,05,G516H,Minor Injury Unit or Other,7,7,0,0,0,0,7,0,0
2021,2021Q2,05,C106H,Minor Injury Unit or Other,606,603,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,C108H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,C113H,Minor Injury Unit or Other,376,370,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,C121H,Emergency Department,724,696,1,1,161,1,528,15,19
2021,2021Q2,05,C122H,Minor Injury Unit or Other,384,373,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H101H,Minor Injury Unit or Other,18,18,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H103H,Emergency Department,738,702,2,1,157,1,544,27,9
2021,2021Q2,05,H106H,Minor Injury Unit or Other,30,30,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H202H,Emergency Department,2920,2572,22,0,783,2,2003,29,103
2021,2021Q2,05,H208H,Minor Injury Unit or Other,211,211,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H212H,Emergency Department,696,645,0,0,141,2,535,14,4
2021,2021Q2,05,H214H,Minor Injury Unit or Other,370,369,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H215H,Minor Injury Unit or Other,46,46,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H219H,Minor Injury Unit or Other,38,38,NA,NA,NA,NA,NA,NA,NA
